,index,date,hour,fluid_temp,ground_temp,air_umidity,air_temp,gas_umidity,gas_temp,dm3_gas,bio_id,phase_test,Month,Hour
2240,19107,2022-03-05,12:12:28,24.0,24.44,65.7,31.8,67.18,48.38,0.0,1,2,3,12
2241,19108,2022-03-05,12:27:29,24.0,24.44,64.5,32.2,68.87,47.5,0.0,1,2,3,12
2242,19109,2022-03-05,12:27:35,24.0,24.44,64.5,32.2,68.87,47.5,0.01,1,2,3,12
2243,19110,2022-03-05,12:27:56,24.0,24.44,64.5,32.2,68.87,47.5,0.01,1,2,3,12
2244,19111,2022-03-05,12:42:28,24.0,24.44,60.0,32.5,70.52,46.78,0.0,1,2,3,12
2245,19112,2022-03-05,12:57:27,24.0,24.44,57.8,33.4,74.91,47.16,0.0,1,2,3,12
2246,19113,2022-03-05,13:12:29,24.0,24.38,57.7,33.2,73.27,45.95,0.0,1,2,3,13
2247,19114,2022-03-05,13:27:29,24.0,24.44,57.2,33.0,76.74,44.72,0.0,1,2,3,13
2248,19115,2022-03-05,13:27:36,24.0,24.44,57.2,33.0,76.74,44.72,0.01,1,2,3,13
2249,19116,2022-03-05,13:27:58,24.0,24.44,57.2,33.0,76.74,44.72,0.01,1,2,3,13
2250,19117,2022-03-05,13:42:28,24.0,24.44,53.2,34.5,82.91,45.0,0.0,1,2,3,13
2251,19118,2022-03-05,13:57:29,24.0,24.44,57.8,32.7,79.31,42.58,0.0,1,2,3,13
2252,19119,2022-03-05,14:12:26,24.0,24.38,55.3,34.2,86.44,39.91,0.0,1,2,3,14
2253,19120,2022-03-05,14:27:28,24.0,24.44,53.1,35.4,89.99,42.46,0.0,1,2,3,14
2254,19121,2022-03-05,14:27:36,24.0,24.44,53.1,35.4,89.99,42.46,0.01,1,2,3,14
2255,19122,2022-03-05,14:42:29,24.0,24.44,46.8,35.2,90.25,43.39,0.0,1,2,3,14
2256,19123,2022-03-05,14:57:30,24.0,24.44,48.3,35.5,90.82,43.9,0.0,1,2,3,14
2257,19124,2022-03-05,15:12:28,23.94,24.38,53.7,33.1,88.59,41.67,0.0,1,2,3,15
2258,19125,2022-03-05,15:27:27,23.94,24.38,62.2,31.5,85.59,38.36,0.0,1,2,3,15
2259,19126,2022-03-05,15:27:33,23.94,24.38,62.2,31.5,85.59,38.36,0.01,1,2,3,15
2260,19127,2022-03-05,15:27:55,23.94,24.38,62.2,31.5,85.59,38.36,0.01,1,2,3,15
2261,19128,2022-03-05,15:42:30,23.94,24.38,70.2,30.2,84.93,32.47,0.0,1,2,3,15
2262,19129,2022-03-05,15:57:30,23.94,24.38,70.0,30.7,87.27,32.03,0.0,1,2,3,15
2263,19130,2022-03-05,16:12:29,23.94,24.38,71.0,30.4,87.23,31.83,0.0,1,2,3,16
2264,19131,2022-03-05,16:27:29,23.94,24.38,72.3,30.1,86.06,30.19,0.0,1,2,3,16
2265,19132,2022-03-05,16:27:35,23.94,24.38,72.3,30.1,86.06,30.19,0.01,1,2,3,16
2266,19133,2022-03-05,16:27:57,23.94,24.38,72.3,30.1,86.06,30.19,0.01,1,2,3,16
2267,19134,2022-03-05,16:42:28,23.94,24.38,50.7,37.6,86.39,29.15,0.0,1,2,3,16
2268,19135,2022-03-05,16:46:08,23.94,24.38,50.7,37.6,86.39,29.15,0.01,1,2,3,16
2269,19136,2022-03-05,17:00:27,23.94,24.38,68.6,29.7,86.3,28.27,0.0,1,2,3,17
2270,19137,2022-03-05,17:15:28,23.94,24.38,69.9,29.0,86.4,27.96,0.0,1,2,3,17
2271,19138,2022-03-05,17:27:34,23.94,24.38,69.8,29.0,86.55,27.59,0.01,1,2,3,17
2272,19139,2022-03-05,17:27:56,23.94,24.38,69.8,29.0,86.55,27.59,0.01,1,2,3,17
2273,19140,2022-03-05,17:42:29,23.94,24.38,70.9,29.1,87.11,27.59,0.0,1,2,3,17
2274,19141,2022-03-05,17:57:31,23.94,24.38,74.8,28.2,87.06,27.66,0.0,1,2,3,17
2275,19142,2022-03-05,18:12:28,23.94,24.38,81.2,27.0,86.34,26.75,0.0,1,2,3,18
2276,19143,2022-03-05,18:27:27,23.94,24.38,82.9,26.7,86.15,26.3,0.0,1,2,3,18
2277,19144,2022-03-05,18:27:34,23.94,24.38,82.9,26.7,86.15,26.3,0.01,1,2,3,18
2278,19145,2022-03-05,18:27:56,23.94,24.38,82.9,26.7,86.15,26.3,0.01,1,2,3,18
2279,19146,2022-03-05,18:42:31,23.94,24.38,85.3,26.0,85.83,25.37,0.0,1,2,3,18
2280,19147,2022-03-05,18:57:31,23.94,24.38,88.8,25.0,85.42,24.36,0.0,1,2,3,18
2281,19148,2022-03-05,19:12:29,23.94,24.38,88.9,25.0,85.48,24.01,0.0,1,2,3,19
2282,19149,2022-03-05,19:27:28,23.94,24.38,91.3,24.3,85.22,23.38,0.0,1,2,3,19
2283,19150,2022-03-05,19:27:35,23.94,24.38,91.3,24.3,85.22,23.38,0.01,1,2,3,19
2284,19151,2022-03-05,19:27:56,23.94,24.38,91.3,24.3,85.22,23.38,0.01,1,2,3,19
2285,19152,2022-03-05,19:42:29,23.94,24.38,91.6,24.2,85.47,22.94,0.0,1,2,3,19
2286,19153,2022-03-05,19:57:29,23.94,24.38,92.5,23.9,85.45,22.75,0.0,1,2,3,19
2287,19154,2022-03-05,20:12:28,23.94,24.38,94.4,23.5,85.47,22.21,0.0,1,2,3,20
2288,19155,2022-03-05,20:27:29,23.94,24.38,95.4,23.2,85.61,21.96,0.0,1,2,3,20
2289,19156,2022-03-05,20:27:35,23.94,24.38,95.4,23.2,85.61,21.96,0.01,1,2,3,20
2290,19157,2022-03-05,20:27:58,23.94,24.38,95.4,23.2,85.61,21.96,0.01,1,2,3,20
2291,19158,2022-03-05,20:42:28,23.94,24.38,95.3,23.2,85.83,21.91,0.0,1,2,3,20
2292,19159,2022-03-05,20:57:28,23.94,24.38,95.7,23.1,85.86,21.82,0.0,1,2,3,20
2293,19160,2022-03-05,21:12:31,23.94,24.38,95.9,23.1,85.88,21.75,0.0,1,2,3,21
2294,19161,2022-03-05,21:27:29,23.94,24.38,96.0,23.0,85.84,21.64,0.0,1,2,3,21
2295,19162,2022-03-05,21:27:35,23.94,24.38,96.0,23.0,85.84,21.64,0.01,1,2,3,21
2296,19163,2022-03-05,21:27:58,23.94,24.38,96.0,23.0,85.84,21.64,0.01,1,2,3,21
2297,19164,2022-03-05,21:42:30,23.94,24.38,95.8,22.9,85.81,21.35,0.0,1,2,3,21
2298,19165,2022-03-05,21:57:29,23.94,24.38,96.2,22.7,85.88,21.16,0.0,1,2,3,21
2299,19166,2022-03-05,22:12:31,23.94,24.38,96.1,22.6,85.83,21.09,0.0,1,2,3,22
2300,19167,2022-03-05,22:27:33,23.94,24.38,96.6,22.3,85.71,20.81,0.0,1,2,3,22
2301,19168,2022-03-05,22:27:39,23.94,24.38,96.6,22.3,85.71,20.81,0.01,1,2,3,22
2302,19169,2022-03-05,22:27:59,23.94,24.38,96.6,22.3,85.71,20.81,0.01,1,2,3,22
2303,19170,2022-03-05,22:42:29,23.94,24.38,96.9,22.0,85.66,20.58,0.0,1,2,3,22
2304,19171,2022-03-05,22:57:29,23.94,24.38,97.4,21.9,85.64,20.45,0.0,1,2,3,22
2305,19172,2022-03-05,23:12:31,23.94,24.38,96.8,22.5,86.6,20.96,0.0,1,2,3,23
2306,19173,2022-03-05,23:27:29,23.94,24.38,96.4,22.7,86.74,21.37,0.0,1,2,3,23
2307,19174,2022-03-05,23:27:36,23.94,24.38,96.4,22.7,86.74,21.37,0.01,1,2,3,23
2308,19175,2022-03-05,23:27:58,23.94,24.38,96.4,22.7,86.74,21.37,0.01,1,2,3,23
2309,19176,2022-03-05,23:42:29,23.94,24.38,96.4,22.7,86.77,21.5,0.0,1,2,3,23
2310,19177,2022-03-06,00:12:28,23.94,24.38,97.2,22.7,86.81,21.72,0.0,1,2,3,0
2311,19178,2022-03-06,00:27:28,23.94,24.38,97.3,22.7,86.86,21.75,0.0,1,2,3,0
2312,19179,2022-03-06,00:27:35,23.94,24.38,97.3,22.7,86.86,21.75,0.0,1,2,3,0
2313,19180,2022-03-06,00:27:56,23.94,24.38,97.3,22.7,86.86,21.75,0.0,1,2,3,0
2314,19181,2022-03-06,00:42:29,23.94,24.38,97.1,22.8,86.91,21.84,0.0,1,2,3,0
2315,19182,2022-03-06,00:57:30,23.94,24.38,96.8,22.8,86.89,21.9,0.0,1,2,3,0
2316,19183,2022-03-06,01:12:31,23.94,24.38,96.7,22.8,86.86,21.93,0.0,1,2,3,1
2317,19184,2022-03-06,01:27:30,23.94,24.38,96.6,22.9,86.91,21.96,0.0,1,2,3,1
2318,19185,2022-03-06,01:27:36,23.94,24.38,96.6,22.9,86.91,21.96,0.0,1,2,3,1
2319,19186,2022-03-06,01:27:58,23.94,24.38,96.6,22.9,86.91,21.96,0.01,1,2,3,1
2320,19187,2022-03-06,01:42:31,23.94,24.38,96.6,22.9,86.93,22.02,0.0,1,2,3,1
2321,19188,2022-03-06,01:57:30,24.0,24.38,96.7,23.0,87.01,22.07,0.0,1,2,3,1
2322,19189,2022-03-06,02:12:31,23.94,24.38,96.6,23.0,87.01,22.11,0.0,1,2,3,2
2323,19190,2022-03-06,02:27:31,24.0,24.38,96.9,22.9,86.98,22.09,0.0,1,2,3,2
2324,19191,2022-03-06,02:27:37,24.0,24.38,96.9,22.9,86.98,22.09,0.0,1,2,3,2
2325,19192,2022-03-06,02:28:00,24.0,24.38,96.9,22.9,86.98,22.09,0.01,1,2,3,2
2326,19193,2022-03-06,02:42:31,24.0,24.44,97.1,22.7,86.67,21.92,0.0,1,2,3,2
2327,19194,2022-03-06,02:57:32,24.0,24.38,97.5,22.4,86.61,21.38,0.0,1,2,3,2
2328,19195,2022-03-06,03:12:31,24.0,24.38,97.4,22.4,86.8,21.37,0.0,1,2,3,3
2329,19196,2022-03-06,03:27:30,24.0,24.44,97.4,22.4,86.85,21.39,0.0,1,2,3,3
2330,19197,2022-03-06,03:27:38,24.0,24.44,97.4,22.4,86.85,21.39,0.0,1,2,3,3
2331,19198,2022-03-06,03:28:00,24.0,24.44,97.4,22.4,86.85,21.39,0.0,1,2,3,3
2332,19199,2022-03-06,03:42:32,24.0,24.38,97.6,22.1,86.61,21.16,0.0,1,2,3,3
2333,19200,2022-03-06,03:57:30,24.06,24.44,97.8,22.0,86.49,20.95,0.0,1,2,3,3
2334,19201,2022-03-06,04:12:29,24.06,24.44,97.6,22.1,86.8,21.02,0.0,1,2,3,4
2335,19202,2022-03-06,04:27:29,24.06,24.44,97.1,22.2,86.96,21.2,0.0,1,2,3,4
2336,19203,2022-03-06,04:27:36,24.06,24.44,97.1,22.2,86.96,21.2,0.0,1,2,3,4
2337,19204,2022-03-06,04:27:56,24.06,24.44,97.1,22.2,86.96,21.2,0.0,1,2,3,4
2338,19205,2022-03-06,04:42:32,24.06,24.44,96.9,21.7,86.48,21.0,0.0,1,2,3,4
2339,19206,2022-03-06,04:57:31,24.06,24.44,97.2,21.4,86.11,20.64,0.0,1,2,3,4
2340,19207,2022-03-06,05:12:29,24.06,24.44,98.0,21.1,85.95,19.91,0.0,1,2,3,5
2341,19208,2022-03-06,05:27:31,24.06,24.44,98.4,20.9,86.23,19.71,0.0,1,2,3,5
2342,19209,2022-03-06,05:27:38,24.06,24.44,98.4,20.9,86.23,19.71,0.0,1,2,3,5
2343,19210,2022-03-06,05:28:00,24.06,24.44,98.4,20.9,86.23,19.71,0.0,1,2,3,5
2344,19211,2022-03-06,05:42:30,24.06,24.44,98.5,20.9,86.21,19.65,0.01,1,2,3,5
2345,19212,2022-03-06,05:57:32,24.06,24.44,98.9,20.7,86.16,19.4,0.0,1,2,3,5
2346,19213,2022-03-06,06:12:31,24.06,24.44,99.1,20.4,86.11,19.17,0.0,1,2,3,6
2347,19214,2022-03-06,06:27:34,24.06,24.44,99.4,20.3,86.11,19.07,0.0,1,2,3,6
2348,19215,2022-03-06,06:27:41,24.06,24.44,99.4,20.3,86.11,19.07,0.01,1,2,3,6
2349,19216,2022-03-06,06:28:03,24.06,24.44,99.4,20.3,86.11,19.07,0.01,1,2,3,6
2350,19217,2022-03-06,06:42:30,24.06,24.44,99.5,20.3,86.25,19.02,0.0,1,2,3,6
2351,19218,2022-03-06,06:48:28,24.06,24.44,99.5,20.4,86.58,19.17,0.01,1,2,3,6
2352,19219,2022-03-06,07:03:33,24.12,24.44,99.2,20.7,86.6,19.29,0.0,1,2,3,7
2353,19220,2022-03-06,07:18:30,24.12,24.44,98.0,21.2,86.84,19.58,0.0,1,2,3,7
2354,19221,2022-03-06,07:27:15,24.12,24.44,97.4,21.5,86.96,19.81,0.01,1,2,3,7
2355,19222,2022-03-06,07:27:33,24.12,24.44,97.4,21.5,86.96,19.81,0.01,1,2,3,7
2356,19223,2022-03-06,07:27:55,24.12,24.44,97.4,21.5,86.96,19.81,0.01,1,2,3,7
2357,19224,2022-03-06,07:42:32,24.12,24.44,95.5,22.1,87.18,20.26,0.0,1,2,3,7
2358,19225,2022-03-06,07:57:31,24.06,24.44,95.3,22.3,87.29,20.56,0.0,1,2,3,7
2359,19226,2022-03-06,08:12:30,24.12,24.44,93.1,23.2,87.51,21.27,0.0,1,2,3,8
2360,19227,2022-03-06,08:27:31,24.12,24.44,88.5,24.8,87.86,22.17,0.0,1,2,3,8
2361,19228,2022-03-06,08:27:37,24.12,24.44,88.5,24.8,87.86,22.17,0.01,1,2,3,8
2362,19229,2022-03-06,08:27:58,24.12,24.44,88.5,24.8,87.86,22.17,0.01,1,2,3,8
2363,19230,2022-03-06,08:42:32,24.12,24.44,85.0,25.5,88.03,22.69,0.0,1,2,3,8
2364,19231,2022-03-06,08:57:32,24.12,24.44,81.8,26.5,88.82,24.11,0.0,1,2,3,8
2365,19232,2022-03-06,09:12:32,24.12,24.44,78.4,27.2,87.28,33.37,0.0,1,2,3,9
2366,19233,2022-03-06,09:27:33,24.12,24.44,77.0,27.7,85.55,37.21,0.0,1,2,3,9
2367,19234,2022-03-06,09:28:00,24.12,24.44,77.0,27.7,85.55,37.21,0.01,1,2,3,9
2368,19235,2022-03-06,09:28:17,24.12,24.44,77.0,27.7,85.55,37.21,0.0,1,2,3,9
2369,19236,2022-03-06,09:42:31,24.12,24.44,73.6,28.5,86.25,39.77,0.0,1,2,3,9
2370,19237,2022-03-06,09:57:31,24.12,24.44,69.9,29.7,65.3,44.83,0.0,1,2,3,9
2371,19238,2022-03-06,10:12:31,24.12,24.44,67.3,30.0,61.15,45.86,0.0,1,2,3,10
2372,19239,2022-03-06,10:27:30,24.12,24.44,62.7,30.4,57.3,47.26,0.0,1,2,3,10
2373,19240,2022-03-06,10:27:39,24.12,24.44,62.7,30.4,57.3,47.26,0.0,1,2,3,10
2374,19241,2022-03-06,10:27:58,24.12,24.44,62.7,30.4,57.3,47.26,0.01,1,2,3,10
2375,19242,2022-03-06,10:42:33,24.12,24.44,61.3,31.3,58.28,49.47,0.01,1,2,3,10
2376,19243,2022-03-06,10:57:32,24.12,24.44,58.6,31.7,59.42,50.21,0.0,1,2,3,10
2377,19244,2022-03-06,11:12:31,24.12,24.44,56.9,32.2,59.43,51.5,0.0,1,2,3,11
2378,19245,2022-03-06,11:27:33,24.12,24.44,54.7,32.1,59.57,49.45,0.0,1,2,3,11
2379,19246,2022-03-06,11:27:39,24.12,24.44,54.7,32.1,59.57,49.45,0.01,1,2,3,11
2380,19247,2022-03-06,11:28:01,24.12,24.44,54.7,32.1,59.57,49.45,0.01,1,2,3,11
2381,19248,2022-03-06,11:42:32,24.12,24.44,58.3,31.3,57.92,46.32,0.0,1,2,3,11
2382,19249,2022-03-06,11:57:32,24.12,24.44,54.6,31.6,61.92,45.74,0.0,1,2,3,11
2383,19250,2022-03-06,12:12:33,24.12,24.44,56.5,31.2,69.5,40.54,0.0,1,2,3,12
2384,19251,2022-03-06,12:27:32,24.12,24.44,52.6,32.9,81.99,42.08,0.0,1,2,3,12
2385,19252,2022-03-06,12:27:39,24.12,24.44,52.6,32.9,81.99,42.08,0.01,1,2,3,12
2386,19253,2022-03-06,12:27:59,24.12,24.44,52.6,32.9,81.99,42.08,0.01,1,2,3,12
2387,19254,2022-03-06,12:42:31,24.12,24.44,52.4,33.1,75.45,45.41,0.0,1,2,3,12
2388,19255,2022-03-06,12:57:31,24.12,24.44,52.4,32.2,71.78,43.74,0.0,1,2,3,12
2389,19256,2022-03-06,13:12:32,24.12,24.44,50.4,33.7,79.59,42.92,0.0,1,2,3,13
2390,19257,2022-03-06,13:27:32,24.12,24.44,48.1,33.7,82.09,45.3,0.0,1,2,3,13
2391,19258,2022-03-06,13:27:39,24.12,24.44,48.1,33.7,82.09,45.3,0.01,1,2,3,13
2392,19259,2022-03-06,13:28:01,24.12,24.44,48.1,33.7,82.09,45.3,0.01,1,2,3,13
2393,19260,2022-03-06,13:28:14,24.12,24.44,48.1,33.7,82.09,45.3,0.01,1,2,3,13
2394,19261,2022-03-06,13:42:32,24.12,24.44,46.6,35.6,85.68,45.38,0.0,1,2,3,13
2395,19262,2022-03-06,13:57:34,24.12,24.44,45.0,35.7,85.01,45.62,0.0,1,2,3,13
2396,19263,2022-03-06,14:12:32,24.12,24.44,45.2,34.8,85.96,43.46,0.0,1,2,3,14
2397,19264,2022-03-06,14:27:31,24.12,24.44,48.1,33.9,84.69,41.58,0.0,1,2,3,14
2398,19265,2022-03-06,14:27:37,24.12,24.44,48.1,33.9,84.69,41.58,0.01,1,2,3,14
2399,19266,2022-03-06,14:28:00,24.12,24.44,48.1,33.9,84.69,41.58,0.01,1,2,3,14
2400,19267,2022-03-06,14:42:32,24.12,24.44,44.9,35.7,89.25,41.63,0.0,1,2,3,14
2401,19268,2022-03-06,14:57:32,24.12,24.44,44.6,34.4,87.77,40.54,0.0,1,2,3,14
2402,19269,2022-03-06,15:12:32,24.12,24.44,43.7,36.3,89.96,40.12,0.0,1,2,3,15
2403,19270,2022-03-06,15:27:32,24.12,24.44,43.3,36.6,90.52,40.71,0.0,1,2,3,15
2404,19271,2022-03-06,15:28:00,24.12,24.44,43.3,36.6,90.52,40.71,0.01,1,2,3,15
2405,19272,2022-03-06,15:42:32,24.12,24.44,42.4,37.1,91.06,40.73,0.0,1,2,3,15
2406,19273,2022-03-06,15:57:34,24.12,24.44,40.0,37.7,91.45,41.17,0.0,1,2,3,15
2407,19274,2022-03-06,16:12:33,24.19,24.44,43.8,35.8,90.99,39.94,0.0,1,2,3,16
2408,19275,2022-03-06,16:27:33,24.12,24.44,51.9,32.4,87.86,34.63,0.0,1,2,3,16
2409,19276,2022-03-06,16:27:39,24.12,24.44,51.9,32.4,87.86,34.63,0.01,1,2,3,16
2410,19277,2022-03-06,16:27:59,24.12,24.44,51.9,32.4,87.86,34.63,0.01,1,2,3,16
2411,19278,2022-03-06,16:42:33,24.19,24.44,53.0,31.9,87.59,31.95,0.0,1,2,3,16
2412,19279,2022-03-06,16:57:33,24.19,24.44,57.3,30.7,87.56,31.13,0.0,1,2,3,16
2413,19280,2022-03-06,17:12:33,24.19,24.44,62.9,29.7,87.41,29.56,0.0,1,2,3,17
2414,19281,2022-03-06,17:27:32,24.19,24.44,64.6,29.2,87.8,28.9,0.0,1,2,3,17
2415,19282,2022-03-06,17:27:39,24.19,24.44,64.6,29.2,87.8,28.9,0.01,1,2,3,17
2416,19283,2022-03-06,17:28:00,24.19,24.44,64.6,29.2,87.8,28.9,0.01,1,2,3,17
2417,19284,2022-03-06,17:42:34,24.19,24.44,64.9,29.1,87.75,28.68,0.0,1,2,3,17
2418,19285,2022-03-06,17:57:32,24.19,24.44,63.7,28.7,87.62,28.1,0.0,1,2,3,17
2419,19286,2022-03-06,18:12:34,24.19,24.44,62.4,28.4,87.2,27.49,0.0,1,2,3,18
2420,19287,2022-03-06,18:27:34,24.19,24.44,62.5,28.2,87.13,27.16,0.0,1,2,3,18
2421,19288,2022-03-06,18:27:40,24.19,24.44,62.5,28.2,87.13,27.16,0.01,1,2,3,18
2422,19289,2022-03-06,18:28:02,24.19,24.44,62.5,28.2,87.13,27.16,0.01,1,2,3,18
2423,19290,2022-03-06,18:42:35,24.19,24.44,66.8,27.3,86.74,26.31,0.0,1,2,3,18
2424,19291,2022-03-06,18:57:33,24.19,24.44,70.9,26.4,86.38,25.29,0.0,1,2,3,18
2425,19292,2022-03-06,19:12:33,24.19,24.44,72.8,26.2,86.31,24.88,0.0,1,2,3,19
2426,19293,2022-03-06,19:27:35,24.19,24.44,74.8,25.7,86.15,24.14,0.0,1,2,3,19
2427,19294,2022-03-06,19:27:42,24.19,24.44,74.8,25.7,86.15,24.14,0.01,1,2,3,19
2428,19295,2022-03-06,19:28:04,24.19,24.44,74.8,25.7,86.15,24.14,0.01,1,2,3,19
2429,19296,2022-03-06,19:42:35,24.19,24.44,76.6,25.2,86.09,23.6,0.0,1,2,3,19
2430,19297,2022-03-06,19:57:35,24.19,24.44,78.2,24.9,85.91,23.28,0.0,1,2,3,19
2431,19298,2022-03-06,20:12:34,24.19,24.44,77.9,24.6,85.93,22.78,0.0,1,2,3,20
2432,19299,2022-03-06,20:27:35,24.19,24.44,77.6,24.3,86.0,22.52,0.0,1,2,3,20
2433,19300,2022-03-06,20:27:42,24.19,24.44,77.6,24.3,86.0,22.52,0.01,1,2,3,20
2434,19301,2022-03-06,20:28:04,24.19,24.44,77.6,24.3,86.0,22.52,0.01,1,2,3,20
2435,19302,2022-03-06,20:42:32,24.19,24.44,78.3,24.1,85.87,22.32,0.0,1,2,3,20
2436,19303,2022-03-06,20:57:33,24.19,24.44,81.3,23.7,85.85,21.95,0.0,1,2,3,20
2437,19304,2022-03-06,21:12:33,24.19,24.44,82.2,23.2,85.81,21.59,0.0,1,2,3,21
2438,19305,2022-03-06,21:27:35,24.19,24.44,83.5,23.0,85.81,21.46,0.0,1,2,3,21
2439,19306,2022-03-06,21:27:41,24.19,24.44,83.5,23.0,85.81,21.46,0.01,1,2,3,21
2440,19307,2022-03-06,21:28:03,24.19,24.44,83.5,23.0,85.81,21.46,0.01,1,2,3,21
2441,19308,2022-03-06,21:42:35,24.19,24.44,86.4,22.7,85.85,21.27,0.0,1,2,3,21
2442,19309,2022-03-06,21:57:35,24.19,24.44,87.5,22.7,85.99,21.11,0.0,1,2,3,21
2443,19310,2022-03-06,22:12:33,24.25,24.44,87.5,22.8,86.45,21.27,0.0,1,2,3,22
2444,19311,2022-03-06,22:27:33,24.25,24.44,87.4,23.0,86.78,21.79,0.0,1,2,3,22
2445,19312,2022-03-06,22:28:01,24.25,24.44,87.4,23.0,86.78,21.79,0.01,1,2,3,22
2446,19313,2022-03-06,22:42:33,24.25,24.44,88.4,22.4,86.03,21.31,0.0,1,2,3,22
2447,19314,2022-03-06,22:57:36,24.25,24.44,89.3,22.4,86.09,21.13,0.0,1,2,3,22
2448,19315,2022-03-06,23:12:34,24.25,24.44,90.8,22.2,85.99,20.81,0.0,1,2,3,23
2449,19316,2022-03-06,23:27:34,24.25,24.44,91.4,22.1,85.83,20.42,0.0,1,2,3,23
2450,19317,2022-03-06,23:27:40,24.25,24.44,91.4,22.1,85.83,20.42,0.01,1,2,3,23
2451,19318,2022-03-06,23:28:02,24.25,24.44,91.4,22.1,85.83,20.42,0.01,1,2,3,23
2452,19319,2022-03-06,23:42:35,24.25,24.44,91.8,21.9,85.78,20.26,0.0,1,2,3,23
2453,19320,2022-03-07,00:12:33,24.25,24.44,92.2,21.7,85.8,19.83,0.0,1,2,3,0
2454,19321,2022-03-07,00:27:34,24.25,24.44,93.0,21.6,85.96,19.81,0.0,1,2,3,0
2455,19322,2022-03-07,00:27:40,24.25,24.44,93.0,21.6,85.96,19.81,0.01,1,2,3,0
2456,19323,2022-03-07,00:28:03,24.25,24.44,93.0,21.6,85.96,19.81,0.01,1,2,3,0
2457,19324,2022-03-07,00:42:34,24.25,24.44,92.9,21.3,85.9,19.71,0.0,1,2,3,0
2458,19325,2022-03-07,00:57:35,24.25,24.44,92.7,21.2,85.87,19.57,0.0,1,2,3,0
2459,19326,2022-03-07,01:12:35,24.25,24.44,92.2,21.1,85.8,19.47,0.0,1,2,3,1
2460,19327,2022-03-07,01:27:35,24.25,24.44,93.4,20.9,85.78,19.3,0.0,1,2,3,1
2461,19328,2022-03-07,01:27:42,24.25,24.44,93.4,20.9,85.78,19.3,0.01,1,2,3,1
2462,19329,2022-03-07,01:28:04,24.25,24.44,93.4,20.9,85.78,19.3,0.01,1,2,3,1
2463,19330,2022-03-07,01:42:32,24.25,24.44,93.9,20.7,85.91,19.25,0.0,1,2,3,1
2464,19331,2022-03-07,01:57:34,24.25,24.44,94.1,20.8,85.96,19.25,0.0,1,2,3,1
2465,19332,2022-03-07,04:32:00,24.25,24.5,96.5,20.5,86.26,19.08,0.0,1,2,3,4
2466,19333,2022-03-07,04:47:02,24.25,24.5,95.8,20.6,86.38,19.03,0.0,1,2,3,4
2467,19334,2022-03-07,05:02:03,24.25,24.5,96.0,21.0,86.8,19.53,0.0,1,2,3,5
2468,19335,2022-03-07,05:17:02,24.25,24.5,96.1,20.9,86.58,19.55,0.0,1,2,3,5
2469,19336,2022-03-07,05:17:08,24.25,24.5,96.8,20.7,86.31,19.41,0.01,1,2,3,5
2470,19337,2022-03-07,05:32:01,24.25,24.5,97.2,20.6,86.31,19.3,0.0,1,2,3,5
2471,19338,2022-03-07,05:47:03,24.25,24.5,97.1,20.3,86.17,18.96,0.0,1,2,3,5
2472,19339,2022-03-07,06:02:02,24.25,24.5,97.2,20.3,86.16,18.82,0.0,1,2,3,6
2473,19340,2022-03-07,06:17:00,24.25,24.5,97.1,20.0,86.14,18.59,0.0,1,2,3,6
2474,19341,2022-03-07,06:17:07,24.25,24.5,97.1,20.0,86.14,18.59,0.01,1,2,3,6
2475,19342,2022-03-07,06:17:26,24.25,24.5,97.1,20.0,86.14,18.59,0.01,1,2,3,6
2476,19343,2022-03-07,06:32:02,24.25,24.5,97.9,19.9,86.3,18.53,0.0,1,2,3,6
2477,19344,2022-03-07,06:47:00,24.31,24.5,98.0,20.1,86.67,18.73,0.0,1,2,3,6
2478,19345,2022-03-07,06:52:50,24.31,24.5,97.0,20.2,86.7,18.87,0.01,1,2,3,6
2479,19346,2022-03-07,07:07:02,24.31,24.5,96.1,20.5,86.86,19.23,0.0,1,2,3,7
2480,19347,2022-03-07,07:17:27,24.31,24.5,96.3,20.8,86.83,19.29,0.01,1,2,3,7
2481,19348,2022-03-07,07:32:04,24.31,24.5,95.9,21.3,87.12,19.6,0.0,1,2,3,7
2482,19349,2022-03-07,07:47:03,24.31,24.5,95.1,22.1,87.61,20.72,0.0,1,2,3,7
2483,19350,2022-03-07,08:02:01,24.31,24.5,94.5,22.7,87.69,21.39,0.0,1,2,3,8
2484,19351,2022-03-07,08:07:38,24.31,24.5,94.5,22.7,87.69,21.39,0.0,1,2,3,8
2485,19352,2022-03-07,08:17:04,24.31,24.5,90.1,24.4,88.16,22.58,0.01,1,2,3,8
2486,19353,2022-03-07,08:17:25,24.31,24.5,90.1,24.4,88.16,22.58,0.01,1,2,3,8
2487,19354,2022-03-07,08:32:02,24.31,24.5,87.2,25.1,88.31,23.13,0.0,1,2,3,8
2488,19355,2022-03-07,08:47:02,24.31,24.5,84.7,25.9,88.6,24.11,0.0,1,2,3,8
2489,19356,2022-03-07,09:02:02,24.31,24.5,82.7,26.3,88.96,25.05,0.0,1,2,3,9
2490,19357,2022-03-07,09:17:03,24.31,24.5,79.6,27.3,87.3,32.41,0.0,1,2,3,9
2491,19358,2022-03-07,09:17:10,24.31,24.5,79.6,27.3,87.3,32.41,0.01,1,2,3,9
2492,19359,2022-03-07,09:17:32,24.31,24.5,79.6,27.3,87.3,32.41,0.01,1,2,3,9
