fluid_temp,air_umidity,dm3_gas
24.185,97.2,0.005
22.095,96.15,0.0025
23.78,97.9,0.005
22.53,95.1,0.0
21.94,97.3,0.0
23.69,99.9,0.005
16.94,94.4,0.0
19.53,92.0,0.0
17.31,93.6,0.0
22.875,93.7,0.0
22.47,95.3,0.0
17.436666666666667,92.3,0.0033333333333333335
22.905,92.1,0.0
20.72,91.3,0.0
21.240000000000002,66.9,0.0
15.56,95.4,0.0
16.0,94.8,0.0
21.905,99.9,0.0
24.0,98.4,0.005
23.189999999999998,97.7,0.0
16.75,93.8,0.0
21.22,93.5,0.0
13.88,97.2,0.0
21.53,73.3,0.0
22.97,99.9,0.0
18.560000000000002,96.9,0.0
22.5,97.1,0.0
16.97,96.5,0.0
20.185000000000002,90.2,0.0
19.875,79.6,0.0
18.81,96.5,0.0
21.875,99.9,0.0
22.595,90.2,0.0
19.56,92.7,0.0
24.0,97.7,0.0
18.155,99.9,0.005
16.81,91.1,0.0
16.81,94.1,0.0
-52.75,86.3,0.0
19.35666666666667,93.60000000000001,0.0
21.61,99.4,0.0
15.12,94.2,0.0
15.06,93.9,0.0
23.465,98.1,0.0
19.5,93.1,0.0
17.146666666666665,93.73333333333333,0.0
19.56,92.86666666666667,0.0
22.060000000000002,95.5,0.0
17.560000000000002,99.9,0.0
22.78,92.7,0.0
18.125,99.9,0.0
20.315,98.0,0.005
21.78,98.4,0.005
18.375,96.7,0.0
17.09,95.9,0.0
22.25,98.2,0.0
21.1875,98.35,0.0
18.125,99.9,0.005
24.0,92.7,0.0
-52.75,96.1,0.0
17.47,99.9,0.0
19.23,90.56666666666666,0.0
